商品名称:华为 麦芒5 全网通 4GB+64GB版 香槟金 移动联通电信4G    价格:1099.00   评论数:17万+
商品名称:三星 Galaxy Note9（SM-N9600 6GB+128G）丹青黑移动联通电信4G    价格:6999.00   评论数:7000+
商品名称:华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G    价格:799.00   评论数:6.7万+
商品名称:华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:魅族 魅蓝 Note6 4GB+32GB 全网通公开版 香槟金 移动联通电信4G    价格:899.00   评论数:57万+
商品名称:华为 HUAWEI Mate 10 Pro 全面屏徕卡双摄游戏    价格:3999.00   评论数:20万+
商品名称:荣耀畅玩7A 全面屏    价格:699.00   评论数:32万+
商品名称:华为 HUAWEI 麦芒 6 全网通 4GB+64GB版 曜石黑 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:vivo Y75s 全面屏    价格:1298.00   评论数:7.1万+
商品名称:飞利浦（PHILIPS） E106 石墨黑 环保材质 防尘防滑 直板按键 移动联通2G 双卡双待 老人    价格:99.00   评论数:28万+
商品名称:华为 HUAWEI nova 2S 全面屏四摄 6GB +64GB 浅艾蓝 移动联通电信4G    价格:2399.00   评论数:20万+
商品名称:华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G    价格:1299.00   评论数:13万+
商品名称:飞利浦（PHILIPS）E171L 曜石黑 直板按键 移动联通 老人    价格:198.00   评论数:6.9万+
商品名称:华为 HUAWEI Mate 10 6GB+128GB 亮黑色 移动联通电信4G    价格:3999.00   评论数:29万+
商品名称:OPPO A1 全面屏拍照    价格:999.00   评论数:5.3万+
商品名称:vivo Y69 全网通 美颜拍照    价格:899.00   评论数:4.6万+
商品名称:小米MIX2 全面屏游戏    价格:2299.00   评论数:28万+
商品名称:小米 红米6 Pro AI美颜双摄 3GB+32GB 赤焰红 全网通4G    价格:929.00   评论数:17万+
商品名称:vivo X21i 项链礼盒 全面屏 双摄美颜拍照    价格:2698.00   评论数:5.7万+
商品名称:三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G    价格:3999.00   评论数:13万+
商品名称:中兴 ZTE Blade A4 摇滚黑 4G+64G 告别小内存 畅快大不同 双卡双待全网通4G    价格:899.00   评论数:3.3万+
商品名称:小米（MI） 红米6A 智能老人    价格:528.00   评论数:1.6万+
商品名称:360    价格:1899.00   评论数:3.9万+
商品名称:小米6X 全网通 4GB+64GB 曜石黑 移动联通电信4G    价格:1349.00   评论数:48万+
商品名称:Apple iPhone 8 Plus 64GB 红色特别版 移动联通电信4G    价格:5799.00   评论数:135万+
商品名称:荣耀9i 4GB+64GB 幻夜黑 移动联通电信4G全面屏    价格:1299.00   评论数:61万+
商品名称:小米8 全面屏游戏智能    价格:2599.00   评论数:46万+
商品名称:一加    价格:3599.00   评论数:36万+
商品名称:Apple iPhone X (A1865) 64GB 深空灰色 移动联通电信4G    价格:7099.00   评论数:82万+
商品名称:荣耀10  GT游戏加速 AIS手持夜景  6GB+64GB  幻影蓝全网通 移动联通电信4G 双卡双待 游戏    价格:2299.00   评论数:63万+
商品名称:OPPO Find X曲面全景屏 波尔多红 8GB+128GB 全网通 移动联通电信全网通4G 双卡双待    价格:4999.00   评论数:4万+
商品名称:vivo NEX 零界全面屏AI双摄游戏    价格:4298.00   评论数:5.5万+
商品名称:黑鲨游戏    价格:3199.00   评论数:10万+
商品名称:Apple iPhone 8 64GB 红色特别版 移动联通电信4G    价格:4799.00   评论数:98万+
商品名称:华为 HUAWEI nova 3全面屏高清四摄游戏    价格:2999.00   评论数:10万+
商品名称:OPPO R15 全面屏双摄拍照    价格:2699.00   评论数:12万+
商品名称:荣耀Play 全网通版 4GB+64GB 幻夜黑 移动联通电信4G全面屏游戏    价格:1799.00   评论数:24万+
商品名称:诺基亚 NOKIA X6 6GB+64GB 星空黑 全网通 双卡双待 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:小米 红米Note5 全网通版 4GB+64GB 黑色 移动联通电信4G    价格:1199.00   评论数:44万+
商品名称:OPPO R17 幻色渐变机身光感屏幕指纹解锁    价格:3499.00   评论数:1500+
商品名称:vivo Z1 新一代全面屏AI双摄    价格:1598.00   评论数:12万+
商品名称:Apple iPhone 6 32GB 金色 移动联通电信4G    价格:1899.00   评论数:55万+
商品名称:小米 红米6 Pro AI美颜双摄 3GB+32GB 曜石黑 全网通4G    价格:929.00   评论数:17万+
商品名称:Apple iPhone 6s Plus (A1699) 128G 玫瑰金色 移动联通电信4G    价格:3599.00   评论数:70万+
商品名称:荣耀Note10 全网通6G+64G 幻夜黑 移动联通电信4G全面屏    价格:2799.00   评论数:4.4万+
商品名称:小米8SE 全面屏智能    价格:1899.00   评论数:30万+
商品名称:锤子（smartisan）坚果 Pro2 特别版 6G+64GB 碳黑色 全面屏双摄 全网通4G    价格:1499.00   评论数:8.1万+
商品名称:联想 Lenovo Z5 6GB+64GB 6.2英寸全面屏双摄 全网通4G    价格:1299.00   评论数:8.6万+
商品名称:OPPO A5 全面屏拍照    价格:1499.00   评论数:4.9万+
商品名称:荣耀畅玩7C 全面屏    价格:899.00   评论数:59万+
商品名称:荣耀9青春版 全网通 标配版 3GB+32GB 魅海蓝 移动联通电信4G全面屏    价格:999.00   评论数:118万+
商品名称:华为 HUAWEI P20  AI智慧全面屏 6GB +64GB 极光闪蝶色 全网通版 移动联通电信4G    价格:3388.00   评论数:36万+
商品名称:小米 红米6 4GB+64GB 流沙金 全网通4G    价格:849.00   评论数:24万+
商品名称:荣耀8X 千元屏霸 91%屏占比 2000万AI双摄 4GB+64GB 幻夜黑 移动联通电信4G全面屏    价格:1399.00   评论数:2.3万+
商品名称:诺基亚 NOKIA 8110 移动联通4G    价格:499.00   评论数:1.9万+
商品名称:三星 Galaxy S 轻奢版（SM-G8750）4GB+64GB 谜夜黑 移动联通电信4G    价格:2999.00   评论数:2.6万+
商品名称:新诺基亚（NOKIA）105 黑色 直板按键 移动联通2G    价格:149.00   评论数:45万+
商品名称:OPPO R17 2500万美颜拍照 6.4英寸水滴屏 光感屏幕指纹 6G+128G 流光蓝 全网通 移动联通电信4G 双卡双待    价格:3199.00   评论数:3200+
商品名称:魅族 魅蓝A5 移动定制版 2GB+16GB 皓月银 移动联通4G    价格:449.00   评论数:9.3万+
商品名称:华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G    价格:1699.00   评论数:16万+
商品名称:华为 麦芒5 全网通 4GB+64GB版 香槟金 移动联通电信4G    价格:1099.00   评论数:17万+
商品名称:三星 Galaxy Note9（SM-N9600 6GB+128G）丹青黑移动联通电信4G    价格:6999.00   评论数:7000+
商品名称:华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G    价格:799.00   评论数:6.7万+
商品名称:华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:荣耀畅玩7A 全面屏    价格:699.00   评论数:32万+
商品名称:魅族 魅蓝 Note6 4GB+32GB 全网通公开版 香槟金 移动联通电信4G    价格:899.00   评论数:57万+
商品名称:华为 HUAWEI Mate 10 Pro 全面屏徕卡双摄游戏    价格:3999.00   评论数:20万+
商品名称:飞利浦（PHILIPS） E106 石墨黑 环保材质 防尘防滑 直板按键 移动联通2G 双卡双待 老人    价格:99.00   评论数:28万+
商品名称:华为 HUAWEI 麦芒 6 全网通 4GB+64GB版 曜石黑 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:vivo Y75s 全面屏    价格:1298.00   评论数:7.1万+
商品名称:华为 HUAWEI nova 2S 全面屏四摄 6GB +64GB 浅艾蓝 移动联通电信4G    价格:2399.00   评论数:20万+
商品名称:华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G    价格:1299.00   评论数:13万+
商品名称:vivo Y69 全网通 美颜拍照    价格:899.00   评论数:4.6万+
商品名称:飞利浦（PHILIPS）E171L 曜石黑 直板按键 移动联通 老人    价格:198.00   评论数:6.9万+
商品名称:华为 HUAWEI Mate 10 6GB+128GB 亮黑色 移动联通电信4G    价格:3999.00   评论数:29万+
商品名称:OPPO A1 全面屏拍照    价格:999.00   评论数:5.3万+
商品名称:小米MIX2 全面屏游戏    价格:2299.00   评论数:28万+
商品名称:锤子（smartisan） 坚果 R1 6G+128GB 碳黑色 全面屏双摄  全网通4G    价格:3299.00   评论数:3.1万+
商品名称:vivo X21i 项链礼盒 全面屏 双摄美颜拍照    价格:2698.00   评论数:5.7万+
商品名称:三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G    价格:3999.00   评论数:13万+
商品名称:中兴 ZTE Blade A4 摇滚黑 4G+64G 告别小内存 畅快大不同 双卡双待全网通4G    价格:899.00   评论数:3.3万+
商品名称:小米（MI） 红米6A 智能老人    价格:528.00   评论数:1.6万+
商品名称:360    价格:1899.00   评论数:3.9万+
商品名称:夏普 SHARP AQUOS S3 mini 全面屏    价格:1299.00   评论数:1.9万+
商品名称:vivo Y83 刘海全面屏 4GB+64GB 魅力红 移动联通电信4G    价格:1398.00   评论数:3.1万+
商品名称:360    价格:1199.00   评论数:4500+
商品名称:小米（MI） 红米6A 老人    价格:528.00   评论数:1万+
商品名称:锤子（smartisan）坚果 Pro2 特别版 6G+64GB 酒红色 全面屏双摄 全网通4G    价格:1499.00   评论数:8.1万+
商品名称:Apple iPhone 7 Plus (A1661) 128G 金色 移动联通电信4G    价格:5599.00   评论数:84万+
商品名称:努比亚nubia Z17miniS 小牛8 黑金 6GB+64GB 全网通 移动联通电信4G    价格:1299.00   评论数:5.2万+
商品名称:OPPO A5 超视野全面屏双摄拍照    价格:1499.00   评论数:5300+
商品名称:锤子（smartisan）坚果 3 4G+64GB 2D炫光碳黑色（限量版） 全面屏双摄  全网通4G    价格:1099.00   评论数:26万+
商品名称:Apple 苹果  iPhone X 全面屏    价格:7288.00   评论数:3.7万+
商品名称:华为 HUAWEI Mate RS 保时捷设计 全面屏徕卡双摄游戏    价格:9999.00   评论数:1.1万+
商品名称:锤子（smartisan） 坚果 R1 6G+128GB 纯白色 全面屏双摄  全网通4G    价格:3299.00   评论数:3.1万+
商品名称:飞利浦（PHILIPS） E103 陨石黑 环保材质 超强震动 直板按键 移动联通2G 双卡双待 老人    价格:99.00   评论数:28万+
商品名称:Apple 苹果  iPhone8 Plus     价格:5658.00   评论数:2.8万+
商品名称:OPPO A3全面屏拍照    价格:1999.00   评论数:3.8万+
商品名称:华为（HUAWEI） 荣耀9i    价格:1399.00   评论数:8700+
商品名称:【蔡徐坤力荐】旗舰    价格:3498.00   评论数:900+
商品名称:vivo X21 屏幕指纹版 双摄拍照游戏    价格:2998.00   评论数:6.4万+
商品名称:Apple iPhone 7 (A1660) 32G 玫瑰金色 移动联通电信4G    价格:3799.00   评论数:83万+
商品名称:Apple 苹果  iPhone8     价格:4728.00   评论数:2.2万+
商品名称:飞利浦（PHILIPS）E133X 陨石黑 电信CDMA 老人    价格:238.00   评论数:3.1万+
商品名称:三星 Galaxy Note8（SM-N9500）6GB+64GB 谜夜黑 移动联通电信4G 游戏    价格:4999.00   评论数:5.1万+
商品名称:小米（MI） 小米6X     价格:1398.00   评论数:1.9万+
商品名称:纽曼（Newman） S9 全网通老人    价格:299.00   评论数:5700+
商品名称:小米 红米Note5A 移动4G+版全网通 4GB+64GB 香槟金 移动联通电信4G    价格:999.00   评论数:67万+
商品名称:锤子（smartisan ) 坚果 Pro 2 6G+128GB 纯白色（限量版） 全面屏双摄  全网通4G    价格:1979.00   评论数:38万+
商品名称:vivo Z1 新一代全面屏 双摄拍照    价格:1598.00   评论数:2.9万+
商品名称:vivo NEX 零界全面屏AI双摄 游戏    价格:3998.00   评论数:800+
商品名称:Apple 苹果 iPhone8 全网通4G    价格:4738.00   评论数:1.5万+
商品名称:锤子（smartisan） 坚果3    价格:999.00   评论数:6800+
商品名称:Apple 苹果 iPhone 8 Plus    价格:5645.00   评论数:1.3万+
商品名称:飞利浦（PHILIPS）E209J 正品超长待机大声大字 移动联通2G 双卡双待直板按键 老人    价格:188.00   评论数:2.6万+
商品名称:【热销爆款】Meitu 美图T8s 烈焰红 4GB+128GB 美颜拍照 电影人像 夜间云美化 智能 正品     价格:2699.00   评论数:3.1万+
商品名称:中兴 ZTE Blade A4 摇滚黑 4G+64G 告别小内存 畅快大不同 双卡双待全网通4G    价格:899.00   评论数:3.3万+
商品名称:小米（MI） 小米6x     价格:1399.00   评论数:8000+
商品名称:飞利浦（PHILIPS） E163K 陨石黑 移动联通2G直板按键老人    价格:129.00   评论数:4300+
商品名称:OPPO R17 新品    价格:3199.00   评论数:90+
商品名称:联想 Lenovo A5 3G+16G 5.45英寸全面屏    价格:599.00   评论数:1800+
商品名称:小米（MI） 小米8 游戏    价格:2758.00   评论数:1.7万+
商品名称:尼凯恩（neken） EN3 电霸 移动/联通 双卡双待 老人    价格:99.00   评论数:10万+
商品名称:华为（HUAWEI） 荣耀Play 游戏    价格:2399.00   评论数:3900+
商品名称:诺基亚（NOKIA）216 黑色 直板按键 移动联通2G    价格:299.00   评论数:4.3万+
商品名称:诺基亚（NOKIA）3310 深蓝色 直板按键 移动联通2G    价格:399.00   评论数:6.3万+
商品名称:vivo X21 新一代全面屏 双摄拍照    价格:2498.00   评论数:5800+
商品名称:✅长虹（CHANGHONG） S09炫舞 智能老人手机 移动/联通双4G 16+1 老人机 双卡双待 金色    价格:299.00   评论数:4400+
商品名称:【    价格:1999.00   评论数:1.8万+
商品名称:华为（HUAWEI） 荣耀Play    价格:2399.00   评论数:3800+
商品名称:小米（MI） 小米6A 红米6A     价格:528.00   评论数:8000+
商品名称:努比亚（nubia）M2 畅玩版 黑色 3GB+32GB 全网通 移动联通电信4G    价格:699.00   评论数:1.9万+
商品名称:飞利浦（PHILIPS） E212A 双屏翻盖老人    价格:319.00   评论数:4800+
商品名称:Apple 苹果5s  iPhone 5s (A1530) 4英寸 移动联通双4G    价格:1162.00   评论数:1.3万+
商品名称:三星 Galaxy A9 Star lite（SM-A6050）4GB+64GB版 夜空黑 移动联通电信4G    价格:1979.00   评论数:6400+
商品名称:魅族 15 全面屏    价格:1998.00   评论数:2.2万+
商品名称:vivo X20 全面屏 双摄美颜拍照    价格:2098.00   评论数:9.3万+
商品名称:Apple 苹果6 iPhone6 4G    价格:1868.00   评论数:2.2万+
商品名称:努比亚（nubia）Z17mini 6GB+64GB 香槟金 全网通 移动联通电信4G    价格:1199.00   评论数:13万+
商品名称:纽曼（Newman） V98 三防老人    价格:299.00   评论数:4000+
商品名称:华为畅享8e 全面屏后置双摄 3G+32G 金色 全网通版 移动联通电信4G    价格:999.00   评论数:3.5万+
商品名称:诺基亚（NOKIA）230 银灰色 直板按键 移动联通2G    价格:399.00   评论数:4.4万+
商品名称:小米（MI） 红米5A 4G    价格:586.00   评论数:2.7万+
商品名称:华为（HUAWEI） 华为nova3     价格:2999.00   评论数:1800+
商品名称:守护宝（上海中兴）angelcare L600 直板 按键  老人    价格:99.00   评论数:2万+
商品名称:Apple 苹果6  iPhone6     价格:1858.00   评论数:1.3万+
商品名称:诺基亚 NOKIA X5 4GB+64GB 极夜黑 全网通 双卡双待 移动联通电信4G    价格:1399.00   评论数:5300+
商品名称:康佳(KONKA) U1S老年    价格:178.00   评论数:7000+
商品名称:魅族（MEIZU） PRO7 4G    价格:1375.00   评论数:7200+
商品名称:飞利浦（PHILIPS） E105 海洋蓝 环保材质 超强震动 直板按键 移动联通2G 双卡双待 老人    价格:99.00   评论数:28万+
商品名称:诺基亚 NOKIA X6 6GB+64GB 星空黑 全网通 双卡双待 移动联通电信4G    价格:1499.00   评论数:14万+
商品名称:天语（K-TOUCH）Q31C 电信2G 直板按键 三防老人    价格:168.00   评论数:9600+
商品名称:vivo X21 新一代全面屏 双摄拍照    价格:2798.00   评论数:1.5万+
商品名称:MOQI 摩奇i7 4G游戏    价格:1599.00   评论数:1200+
商品名称:华为（HUAWEI） 荣耀 畅玩7 智能老人    价格:599.00   评论数:4200+
商品名称:小米（MI） 小米6X     价格:1395.00   评论数:1.3万+
商品名称:华为（HUAWEI） 荣耀畅玩7A 全面屏    价格:899.00   评论数:1300+
商品名称:摩托罗拉 motorola z3（XT1929-15）6GB+128GB  星钻黑  全面屏模块化全网通4G    价格:3999.00   评论数:800+
商品名称:黑鲨游戏    价格:2899.00   评论数:10万+
商品名称:锤子（smartisan） 坚果pro2s    价格:2398.00   评论数:400+
商品名称:华为（HUAWEI） 华为P20 Pro 全面屏     价格:4988.00   评论数:2500+
商品名称:华为（HUAWEI） 荣耀 畅玩6 全网通4G智能    价格:538.00   评论数:1万+
商品名称:索爱 Z6 移动/联通  翻盖老人    价格:239.00   评论数:4.5万+
商品名称:【摩电套装】摩托罗拉 motorola z 4GB+64GB 模块化    价格:1299.00   评论数:2.8万+
商品名称:酷派（Coolpad） 酷玩7 刘海全面屏 高清双摄 4GB+64GB 星空黑  移动联通电信4G    价格:899.00   评论数:3400+
商品名称:诺基亚（NOKIA） X6     价格:1499.00   评论数:2700+
商品名称:联想 Lenovo K5 Note 4GB+64GB 6英寸全面屏双摄 全网通4G    价格:789.00   评论数:1.1万+
商品名称:酷派（Coolpad）酷玩6 耀动黑6GB+64GB 移动联通电信4G    价格:1099.00   评论数:1.6万+
商品名称:魅族（MEIZU） 魅蓝6T     价格:718.00   评论数:2800+
商品名称:华为（HUAWEI） 荣耀 畅玩6  全网通 移动联通电信4G 智能老人    价格:578.00   评论数:4万+
商品名称:华为（HUAWEI） 荣耀7A 畅玩7A 智能老人    价格:699.00   评论数:2700+
商品名称:华为（HUAWEI） 荣耀Note10    价格:3199.00   评论数:1200+
商品名称:索爱 T3 移动/联通 直板按键老年机 三防老人    价格:159.00   评论数:1万+
商品名称:华为（HUAWEI） 华为nova3 商务    价格:2999.00   评论数:1600+
商品名称:小米（MI） 小米红米5 Plus 全面屏     价格:980.00   评论数:2.3万+
商品名称:Apple 苹果 iPhone7     价格:3828.00   评论数:1.6万+
商品名称:詹姆士（GEMRY） S100全网通 4G高端VIP智能商务    价格:6999.00   评论数:60+
商品名称:OPPO Find X双曲面全景屏    价格:4999.00   评论数:3800+
商品名称:黑莓（BlackBerry）KEY2标准版 6GB+64GB双卡双待 4G全网通    价格:3999.00   评论数:5400+
商品名称:酷派（Coolpad） 酷玩7C  4GB+64GB全面屏 钻石黑  双曲面炫彩玻璃 移动联通电信4G    价格:799.00   评论数:800+
商品名称:三星 Galaxy A9 Star（SM-G8850）4GB+64GB版 极夜黑 移动联通电信4G    价格:2999.00   评论数:5000+
商品名称:360 F5    价格:368.00   评论数:1800+
商品名称:Apple 苹果 iPhone 6s Plus     价格:2938.00   评论数:3500+
商品名称:360    价格:1549.00   评论数:19万+
商品名称:华为（HUAWEI） 荣耀8X     价格:1699.00   评论数:100+
商品名称:华为（HUAWEI） 华为p20    价格:3388.00   评论数:3100+
商品名称:华为（HUAWEI） 华为 nova3i     价格:1999.00   评论数:2000+
商品名称:魅族（MEIZU） 魅族 魅蓝Note6     价格:795.00   评论数:1.6万+
商品名称:欧奇（OUKI） P6Pro 全网通4G 一万毫安大电池 超长待机智能    价格:2799.00   评论数:300+
商品名称:vivo Y83 全面屏    价格:1398.00   评论数:4200+
商品名称:飞利浦（PHILIPS） E152Y 皇家蓝 移动联通2G直板按键老人    价格:159.00   评论数:1.4万+
商品名称:小米（MI） 红米6pro     价格:1099.00   评论数:1500+
商品名称:华为（HUAWEI） P20     价格:3388.00   评论数:600+
商品名称:天语（K-TOUCH）T91 移动联通2G 翻盖老人    价格:199.00   评论数:2.3万+
商品名称:酷派（Coolpad） B770 移动4G智能    价格:358.00   评论数:300+
商品名称:华为（HUAWEI） nova3i     价格:2199.00   评论数:100+
商品名称:联想 Lenovo K5 play 全面屏双摄 3G+32G 全网通4G    价格:799.00   评论数:5800+
商品名称:华为（HUAWEI） 华为畅享7  4G智能    价格:787.00   评论数:2200+
商品名称:OPPO R15 新品    价格:2699.00   评论数:8700+
商品名称:万利达（Malata） T3 移动/联通2G 老人    价格:52.99   评论数:5100+
商品名称:华为（HUAWEI） 荣耀10 全面屏游戏    价格:2399.00   评论数:200+
商品名称:诺基亚（NOKIA） 诺基亚X6     价格:1499.00   评论数:4700+
商品名称:小米（MI） 红米5plus    价格:968.00   评论数:5500+
商品名称:华为（HUAWEI） 华为畅享7  4G智能    价格:787.00   评论数:2200+
商品名称:锤子（smartisan） 坚果Pro2S     价格:2398.00   评论数:400+
商品名称:魅族（MEIZU） 魅族15plus  4G智能    价格:1988.00   评论数:200+
商品名称:联想 Lenovo S5全面屏双摄 3G+32G 全网通4G    价格:999.00   评论数:1.5万+
商品名称:天语（K-Touch） X11全网通3G+32G 移动联通电信4G智能    价格:599.00   评论数:1500+
商品名称:华为（HUAWEI） Mate10 全面屏     价格:3038.00   评论数:4300+
商品名称:酷派（Coolpad） B770 移动4G智能    价格:358.00   评论数:300+
商品名称:欧奇（OUKI） P10 全面屏智能    价格:469.00   评论数:1700+
商品名称:诺基亚（NOKIA） 诺基亚X6     价格:1499.00   评论数:4700+
商品名称:华为（HUAWEI） nova2S 全面屏    价格:1799.00   评论数:400+
商品名称:华为（HUAWEI） 华为nova3i     价格:2199.00   评论数:400+
商品名称:小米5X 美颜双摄拍照    价格:1299.00   评论数:55万+
商品名称:不羁（unruly） C6电信2G 老人    价格:89.00   评论数:600+
商品名称:华为（HUAWEI） 荣耀note10     价格:3199.00   评论数:600+
商品名称:小米（MI） 小米红米5 Plus 全面屏     价格:980.00   评论数:2.3万+
商品名称:欧奇（OUKI） P6Pro 全网通4G 一万毫安大电池 超长待机智能    价格:2799.00   评论数:300+
商品名称:华为（HUAWEI） 华为P20 全面屏    价格:3388.00   评论数:1900+
商品名称:vivo Z1 新一代全面屏 双摄拍照    价格:2198.00   评论数:4100+
商品名称:小米（MI） 红米5A    价格:648.00   评论数:4300+
商品名称:华为（HUAWEI） nova3i     价格:1999.00   评论数:500+
商品名称:天语（K-TOUCH）X71 移动/联通2G 直板按键 双卡双待 老人    价格:99.00   评论数:4.9万+
商品名称:OPPO R17    价格:3499.00   评论数:300+
商品名称:海尔（Haier） M360C 电信老人    价格:248.00   评论数:8800+
商品名称:黑莓（BlackBerry）KEY2标准版 6GB+64GB双卡双待 4G全网通    价格:3999.00   评论数:5300+
商品名称:OPPO A5    价格:1499.00   评论数:2000+
商品名称:Apple 苹果  iPhone6s Plus 4G    价格:2948.00   评论数:2600+
商品名称:华为（HUAWEI） 荣耀Play 全面屏游戏    价格:2399.00   评论数:0
商品名称:华为（HUAWEI） 华为 Mate10 保时捷设计限量版     价格:8999.00   评论数:1400+
商品名称:小米（MI） 小米8 全面屏游戏    价格:4155.00   评论数:4500+
商品名称:华为（HUAWEI） 荣耀8X     价格:1699.00   评论数:100+
商品名称:飞利浦（PHILIPS） E183A 老人    价格:179.00   评论数:2.2万+
商品名称:华为（HUAWEI） 荣耀7A 畅玩7A     价格:699.00   评论数:4200+
商品名称:小米（MI） 小米5A 红米5A     价格:648.00   评论数:2.9万+
商品名称:创星 （ATMAN）R9C 儿童学生迷你袖珍小卡片机卡片    价格:249.00   评论数:30+
商品名称:中兴天机 Axon M 黑色 4G+64G 折叠双屏 精彩纷呈 双卡双待全网通4G    价格:2388.00   评论数:6100+
商品名称:飞利浦（PHILIPS）E186A 皇家蓝 老人    价格:169.00   评论数:1.4万+
商品名称:OPPO R15 新品    价格:2699.00   评论数:8700+
商品名称:创星 (ATMAN)卡片    价格:238.00   评论数:8
商品名称:华为（HUAWEI） 华为P20 全面屏    价格:3388.00   评论数:800+
